QSPRID,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD,QSPRID,BindingType,pchembl_value_Mean_original,Split_IsTrain
TRalpha_053,DXDHCVCAJKZAHT_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL378593,CC(C)c1cc(Oc2c(Br)cc3[nH]c(C(=O)O)cc(=O)c3c2Br)ccc1O,DXDHCVCAJKZAHT,DXDHCVCAJKZAHT-UHFFFAOYSA-N,"InChI=1S/C19H15Br2NO5/c1-8(2)10-5-9(3-4-14(10)23)27-18-11(20)6-12-16(17(18)21)15(24)7-13(22-12)19(25)26/h3-8,23H,1-2H3,(H,22,24)(H,25,26)","AuxInfo=1/1/N:1,3,24,25,5,11,18,2,6,4,9,12,14,26,19,21,22,8,15,10,23,13,27,20,16,17,7/E:(1,2)(25,26)/rA:27CCCCCCOCCBrCCNCCOOCCOCCBrCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;d14;s18;d19;s12s19;s8d21;s22;d6;s24;s4d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL866541,PMID:16338239,2006.0,PubChemAID:261712;PMID:16338239,2010;2006,1,0,0,0,0,,=,6.6,6.6,0.0,0.0,1.0,6.6,0.0,TRalpha_053,,6.6,True
TRalpha_054,FDBYIYFVSAHJLY_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261331,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,FDBYIYFVSAHJLY,FDBYIYFVSAHJLY-UHFFFAOYSA-N,"InChI=1S/C17H12Cl2N6O4/c1-7(2)9-5-13(22-23-15(9)26)29-14-10(18)3-8(4-11(14)19)25-17(28)21-16(27)12(6-20)24-25/h3-5,7H,1-2H3,(H,23,26)(H,21,27,28)","AuxInfo=1/1/N:1,3,11,23,5,16,2,12,4,9,24,15,6,8,28,18,21,10,25,17,20,26,27,14,13,29,19,22,7/E:(1,2)(3,4)(10,11)(18,19)/rA:29CCCCCCOCCClCCNNCCNCONCOCCClNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s15;t16;s15;d18;s18;s13s20;d21;s12;s8d23;s24;d6;s26;s4s27;d28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,UniProt:P10827;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3266219;CHEMBL5166787;CHEMBL5250900,PMID:24712661,2014.0,PMID:24712661;PMID:24712661;PMID:35507418;PMID:36799411,2014;2014;2022;2023,0,1,0,0,0,,=,5.43;5.56;5.54,5.510000000000001,0.0700000000000002,0.0404145188432739,3.0,5.54,0.0199999999999995,TRalpha_054,,5.510000000000001,True
TRalpha_055,FDLOBNTWQDSHPF_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL39174,CC(C)c1cc(Oc2c(Br)cc(CC(=O)O)cc2Br)ccc1O,FDLOBNTWQDSHPF,FDLOBNTWQDSHPF-UHFFFAOYSA-N,"InChI=1S/C17H16Br2O4/c1-9(2)12-8-11(3-4-15(12)20)23-17-13(18)5-10(6-14(17)19)7-16(21)22/h3-6,8-9,20H,7H2,1-2H3,(H,21,22)","AuxInfo=1/1/N:1,3,20,21,11,17,13,5,2,12,6,4,9,18,22,14,8,10,19,23,15,16,7/E:(1,2)(5,6)(13,14)(18,19)(21,22)/rA:23CCCCCCOCCBrCCCCOOCCBrCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s12;s8d17;s18;d6;s20;s4d21;s22;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL814590;CHEMBL873891,PMID:12699376,2003.0,PMID:12699376,2003,0;1,1;0,0,0,0,,=,9.42;8.85,9.135,0.4030508652763322,0.2850000000000001,2.0,9.135,0.2850000000000001,TRalpha_055,,9.135,True
TRalpha_057,FKBQYOTZXSTGOY_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL418432,CC(C)c1cc(Oc2c(Cl)cc(CCC(=O)O)cc2Cl)ccc1O,FKBQYOTZXSTGOY,FKBQYOTZXSTGOY-UHFFFAOYSA-N,"InChI=1S/C18H18Cl2O4/c1-10(2)13-9-12(4-5-16(13)21)24-18-14(19)7-11(8-15(18)20)3-6-17(22)23/h4-5,7-10,21H,3,6H2,1-2H3,(H,22,23)","AuxInfo=1/1/N:1,3,13,21,22,14,11,18,5,2,12,6,4,9,19,23,15,8,10,20,24,16,17,7/E:(1,2)(7,8)(14,15)(19,20)(22,23)/rA:24CCCCCCOCCClCCCCCOOCCClCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;d6;s21;s4d22;s23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL814590;CHEMBL873891,PMID:12699376,2003.0,PMID:12699376,2003,0;1,1;0,0,0,0,,=,9.52;9.12,9.32,0.2828427124746199,0.2000000000000006,2.0,9.32,0.2000000000000001,TRalpha_057,,9.32,True
TRalpha_058,FUBBWDWIGBTUPQ_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL159682,CCOC(=O)C(=O)Nc1cc(C)c(Oc2ccc(O)c(C(O)c3ccc(F)cc3)c2)c(C)c1,FUBBWDWIGBTUPQ,FUBBWDWIGBTUPQ-UHFFFAOYSA-N,"InChI=1S/C25H24FNO6/c1-4-32-25(31)24(30)27-18-11-14(2)23(15(3)12-18)33-19-9-10-21(28)20(13-19)22(29)16-5-7-17(26)8-6-16/h5-13,22,28-29H,4H2,1-3H3,(H,27,30)","AuxInfo=1/1/N:1,12,32,2,24,29,25,28,16,17,10,33,30,11,31,23,26,9,15,20,18,21,13,6,4,27,8,19,22,7,5,3,14/E:(2,3)(5,6)(7,8)(11,12)(14,15)/rA:33CCOCOCONCCCCCOCCCCOCCOCCCCFCCCCCC/rB:s1;s2;s3;d4;s4;d6;s6;s8;d9;s10;s11;d11;s13;s14;d15;s16;d17;s18;s18;s20;s21;s21;d23;s24;d25;s26;s26;s23d28;s15d20;s13;s31;s9d31;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL2317309,PMID:23276448,2013.0,PMID:23276448,2013,0,0,0,1,0,,=,7.400,7.4,0.0,0.0,1.0,7.4,0.0,TRalpha_058,,7.4,False
TRalpha_059,FUFXWRGYNXSPCJ_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3397339,Cc1cc2cc(OCC(=O)O)cc(Cl)c2n1Cc1ccc(O)c(C(C)C)c1,FUFXWRGYNXSPCJ,FUFXWRGYNXSPCJ-UHFFFAOYSA-N,"InChI=1S/C21H22ClNO4/c1-12(2)17-7-14(4-5-19(17)24)10-23-13(3)6-15-8-16(27-11-20(25)26)9-18(22)21(15)23/h4-9,12,24H,10-11H2,1-3H3,(H,25,26)","AuxInfo=1/1/N:25,26,1,19,20,3,27,5,12,17,8,24,2,18,4,6,23,13,21,9,15,14,16,22,10,11,7/E:(1,2)(25,26)/rA:27CCCCCCOCCOOCCClCNCCCCCOCCCCC/rB:s1;d2;s3;d4;s5;s6;s7;s8;d9;s9;d6;s12;s13;s4d13;s2s15;s16;s17;d18;s19;d20;s21;s21;s23;s24;s24;s18d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3399152,PMID:25752984,2015.0,PMID:25752984,2015,0,0,0,1,0,,=,9.420,9.42,0.0,0.0,1.0,9.42,0.0,TRalpha_059,,9.42,True
TRalpha_061,GBAQQDSIAACDRK_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261335,CC(C)c1cc(Oc2c(Cl)cc(-n3ncc(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,GBAQQDSIAACDRK,GBAQQDSIAACDRK-UHFFFAOYSA-N,"InChI=1S/C16H13Cl2N5O4/c1-7(2)9-5-13(21-22-15(9)25)27-14-10(17)3-8(4-11(14)18)23-16(26)20-12(24)6-19-23/h3-7H,1-2H3,(H,22,25)(H,20,24,26)","AuxInfo=1/1/N:1,3,11,21,5,15,2,12,4,9,22,16,6,8,26,19,10,23,14,18,24,25,13,17,27,20,7/E:(1,2)(3,4)(10,11)(17,18)/rA:27CCCCCCOCCClCCNNCCONCOCCClNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s15;d16;s16;s13s18;d19;s12;s8d21;s22;d6;s24;s4s25;d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3266219,PMID:24712661,2014.0,PMID:24712661,2014,0,1,0,0,0,,=,6.390,6.39,0.0,0.0,1.0,6.39,0.0,TRalpha_061,,6.39,True
TRalpha_062,GFUKCIXVOZBJQK_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL4209440,COC(=O)Cc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,GFUKCIXVOZBJQK,GFUKCIXVOZBJQK-UHFFFAOYSA-N,"InChI=1S/C21H21NO5/c1-14-19(27-21(22-14)16-5-4-6-18(12-16)24-2)13-26-17-9-7-15(8-10-17)11-20(23)25-3/h4-10,12H,11,13H2,1-3H3","AuxInfo=1/0/N:25,21,1,17,16,18,7,27,8,26,5,22,11,24,6,15,9,19,12,3,14,23,4,20,2,10,13/E:(7,8)(9,10)/rA:27COCOCCCCCOCCOCCCCCCOCCNCCCC/rB:s1;s2;d3;s3;s5;d6;s7;d8;s9;s10;s11;s12;s13;s14;d15;s16;d17;s18;s19;s20;s15d19;d14;d12s23;s24;s9;s6d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL4184934,PMID:29287957,2018.0,PMID:29287957,2018,1,0,0,0,0,,=,5.380,5.38,0.0,0.0,1.0,5.38,0.0,TRalpha_062,,5.38,True
TRalpha_064,FVDRTJXVCUAOCA_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL195556,CCCCCCOc1c(Br)cc(CCC(=O)O)cc1Br,FVDRTJXVCUAOCA,FVDRTJXVCUAOCA-UHFFFAOYSA-N,"InChI=1S/C15H20Br2O3/c1-2-3-4-5-8-20-15-12(16)9-11(10-13(15)17)6-7-14(18)19/h9-10H,2-8H2,1H3,(H,18,19)","AuxInfo=1/1/N:1,2,3,4,5,13,14,6,11,18,12,9,19,15,8,10,20,16,17,7/E:(9,10)(12,13)(16,17)(18,19)/rA:20CCCCCCOCCBrCCCCCOOCCBr/rB:s1;s2;s3;s4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;/rC:;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL876988;CHEMBL827048,PMID:15857115,2005.0,PubChemAID:240602;PMID:15857115;PMID:15857115,2010;2005;2005,1,0,0,0,0,,=,5.96;6.22,6.09,0.1838477631085022,0.1299999999999999,2.0,6.09,0.1299999999999999,TRalpha_064,,6.09,True
TRalpha_065,FWMUQGROYMTIHF_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL203777,CC(C)c1cc(Oc2c(Cl)cc3[nH]c(C(=O)O)cc3c2Cl)ccc1O,FWMUQGROYMTIHF,FWMUQGROYMTIHF-UHFFFAOYSA-N,"InChI=1S/C18H15Cl2NO4/c1-8(2)10-5-9(3-4-15(10)22)25-17-12(19)7-13-11(16(17)20)6-14(21-13)18(23)24/h3-8,21-22H,1-2H3,(H,23,24)","AuxInfo=1/1/N:1,3,22,23,5,18,11,2,6,4,19,9,12,14,24,20,8,15,10,21,13,25,16,17,7/E:(1,2)(23,24)/rA:25CCCCCCOCCClCCNCCOOCCCClCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;d14;s12s18;s8d19;s20;d6;s22;s4d23;s24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL865333;CHEMBL866541,PMID:16338239,2006.0,PubChemAID:261712;PMID:16338239;PMID:16338239,2010;2006;2006,0;1,1;0,0,0,0,,=,8.0;8.85,8.425,0.6010407640085645,0.4249999999999994,2.0,8.425,0.4249999999999998,TRalpha_065,,8.425,True
TRalpha_066,FZAMYUBHBSJYDA_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL263630,CC(C)c1cc(Oc2c(I)cc(Cc3[nH]c(=O)[nH]c3O)cc2I)ccc1O,FZAMYUBHBSJYDA,FZAMYUBHBSJYDA-UHFFFAOYSA-N,"InChI=1S/C19H18I2N2O4/c1-9(2)12-8-11(3-4-16(12)24)27-17-13(20)5-10(6-14(17)21)7-15-18(25)23-19(26)22-15/h3-6,8-9,24-25H,7H2,1-2H3,(H2,22,23,26)","AuxInfo=1/1/N:1,3,24,25,11,21,13,5,2,12,6,4,9,22,14,26,8,19,16,10,23,15,18,27,20,17,7/E:(1,2)(5,6)(13,14)(20,21)/rA:27CCCCCCOCCICCCCNCONCOCCICCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;s15;d16;s16;d14s18;s19;s12;s8d21;s22;d6;s24;s4d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;EntrezID:7067;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL939181;CHEMBL939183;CHEMBL939179,PMID:17988877,2008.0,PMID:17988877;PMID:17988877;PubChemAID:323174;PMID:17988877,2008;2008;2010;2008,0,1;1;0,0;0;1,0,0,,=,7.47;7.96;8.92,8.116666666666667,0.7375861531599771,0.4258455640774533,3.0,7.96,0.4900000000000002,TRalpha_066,,8.116666666666667,True
TRalpha_067,GDGHGXAILIZPNP_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL485939,Cc1cc(OCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(-c2ccccc2)c1,GDGHGXAILIZPNP,GDGHGXAILIZPNP-UHFFFAOYSA-N,"InChI=1S/C22H23O5P/c1-15-10-19(27-14-28(24,25)26)11-16(2)20(15)12-17-8-9-22(23)21(13-17)18-6-4-3-5-7-18/h3-11,13,23H,12,14H2,1-2H3,(H2,24,25,26)","AuxInfo=1/1/N:1,13,25,24,26,23,27,17,18,3,11,15,28,6,2,12,16,22,4,14,21,19,20,8,9,10,5,7/E:(1,2)(4,5)(6,7)(10,11)(15,16)(24,25,26)/rA:28CCCCOCPOOOCCCCCCCCCOCCCCCCCC/rB:s1;d2;s3;s4;s5;s6;d7;s7;s7;d4;s11;s12;s2d12;s14;s15;d16;s17;d18;s19;s19;s21;d22;s23;d24;s25;s22d26;s16d21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PubChemAID:345695;PMID:18975928,2010;2008,0,0,0,1,0,,=,5.93,5.93,0.0,0.0,1.0,5.93,0.0,TRalpha_067,,5.93,True
TRalpha_068,GJHNXKYHUKQSDL_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL440975;ChEMBL:CHEMBL391367,CC(NC(=O)Cc1cc(Br)c(Oc2ccc(O)c(C(C)C)c2)c(Br)c1)C(=O)O,GJHNXKYHUKQSDL,GJHNXKYHUKQSDL-UHFFFAOYSA-N,"InChI=1S/C20H21Br2NO5/c1-10(2)14-9-13(4-5-17(14)24)28-19-15(21)6-12(7-16(19)22)8-18(25)23-11(3)20(26)27/h4-7,9-11,24H,8H2,1-3H3,(H,23,25)(H,26,27)","AuxInfo=1/1/N:20,21,1,14,15,8,25,6,22,19,2,7,13,18,9,23,16,4,11,26,10,24,3,17,5,27,28,12/E:(1,2)(6,7)(15,16)(21,22)(26,27)/rA:28CCNCOCCCCBrCOCCCCOCCCCCCBrCCOO/rB:s1;s2;s3;d4;s4;s6;d7;s8;s9;d9;s11;s12;d13;s14;d15;s16;s16;s18;s19;s19;s13d18;s11;s23;s7d23;s2;d26;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL896600,PMID:17543524,2007.0,PMID:17543524;PMID:17543524;PubChemAID:299560,2007;2007;2010,1,0,0,0,0,,=,7.08;8.0,7.54,0.6505382386916236,0.4599999999999999,2.0,7.54,0.4599999999999999,TRalpha_068,,7.54,True
TRalpha_070,GWVLKHYLZIYXAO_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL4210210,COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,GWVLKHYLZIYXAO,GWVLKHYLZIYXAO-UHFFFAOYSA-N,"InChI=1S/C21H21NO5/c1-14-19(27-21(22-14)17-6-4-5-7-18(17)24-2)13-26-16-10-8-15(9-11-16)12-20(23)25-3/h4-11H,12-13H2,1-3H3","AuxInfo=1/0/N:25,22,1,17,18,16,19,7,27,8,26,5,11,24,6,9,15,20,12,3,14,23,4,21,2,10,13/E:(8,9)(10,11)/rA:27COCOCCCCCOCCOCCCCCCCOCNCCCC/rB:s1;s2;d3;s3;s5;d6;s7;d8;s9;s10;s11;s12;s13;s14;d15;s16;d17;s18;s15d19;s20;s21;d14;d12s23;s24;s9;s6d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL4184934,PMID:29287957,2018.0,PMID:29287957,2018,1,0,0,0,0,,=,5.080,5.08,0.0,0.0,1.0,5.08,0.0,TRalpha_070,,5.08,True
TRalpha_072,GZPZKAZISNKHLE_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL447378,Cc1cc(OCCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,GZPZKAZISNKHLE,GZPZKAZISNKHLE-UHFFFAOYSA-N,"InChI=1S/C20H27O5P/c1-13(2)18-11-16(5-6-20(18)21)12-19-14(3)9-17(10-15(19)4)25-7-8-26(22,23)24/h5-6,9-11,13,21H,7-8,12H2,1-4H3,(H2,22,23,24)","AuxInfo=1/1/N:24,25,1,14,18,19,6,7,3,12,26,16,23,2,13,17,4,22,15,20,21,9,10,11,5,8/E:(1,2)(3,4)(9,10)(14,15)(22,23,24)/rA:26CCCCOCCPOOOCCCCCCCCCOCCCCC/rB:s1;d2;s3;s4;s5;s6;s7;d8;s8;s8;d4;s12;s13;s2d13;s15;s16;d17;s18;d19;s20;s20;s22;s23;s23;s17d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PMID:18975928,2008,0,0,0,1,0,,=,6.230,6.23,0.0,0.0,1.0,6.23,0.0,TRalpha_072,,6.23,False
TRalpha_074,GPQLQJCVSFKHSX_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261327,CC(C)c1cc(Cc2c(Br)cc(CC(=O)O)cc2Br)n[nH]c1=O,GPQLQJCVSFKHSX,GPQLQJCVSFKHSX-UHFFFAOYSA-N,"InChI=1S/C16H16Br2N2O3/c1-8(2)11-6-10(19-20-16(11)23)7-12-13(17)3-9(4-14(12)18)5-15(21)22/h3-4,6,8H,5,7H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,11,17,13,5,7,2,12,6,4,8,9,18,14,22,10,19,20,21,15,16,23/E:(1,2)(3,4)(13,14)(17,18)(21,22)/rA:23CCCCCCCCCBrCCCCOOCCBrNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s12;s8d17;s18;d6;s20;s4s21;d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL3266219,PMID:24712661,2014.0,PMID:24712661;PubChemAID:1139981,2014;2015,0,1,0,0,0,,=,6.12,6.12,0.0,0.0,1.0,6.12,0.0,TRalpha_074,,6.12,True
TRalpha_076,GZEXEJKRKKWNSD_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL2035880,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)c3c2CCCC3)ccc1O,GZEXEJKRKKWNSD,GZEXEJKRKKWNSD-UHFFFAOYSA-N,"InChI=1S/C22H24BrNO5/c1-12(2)16-9-13(7-8-19(16)25)29-22-15-6-4-3-5-14(15)18(10-17(22)23)24-20(26)11-21(27)28/h7-10,12,25H,3-6,11H2,1-2H3,(H,24,26)(H,27,28)","AuxInfo=1/1/N:1,3,24,23,25,22,26,27,5,11,16,2,6,20,21,4,9,12,28,14,17,8,10,13,29,15,18,19,7/E:(1,2)(27,28)/rA:29CCCCCCOCCBrCCNCOCCOOCCCCCCCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s16;d17;s17;s12;s8d20;s21;s22;s23;s20s24;d6;s26;s4d27;s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL2038198,PMID:22542282,2012.0,PMID:22542282;PubChemAID:664441,2012;2013,0,0,0,1,0,,=,6.52,6.52,0.0,0.0,1.0,6.52,0.0,TRalpha_076,,6.52,True
TRalpha_077,HAUMMAHCGKEHHL_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL519215,Cc1cc(CCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,HAUMMAHCGKEHHL,HAUMMAHCGKEHHL-UHFFFAOYSA-N,"InChI=1S/C20H27O4P/c1-13(2)18-11-16(5-6-20(18)21)12-19-14(3)9-17(10-15(19)4)7-8-25(22,23)24/h5-6,9-11,13,21H,7-8,12H2,1-4H3,(H2,22,23,24)","AuxInfo=1/1/N:23,24,1,13,17,18,5,6,3,11,25,15,22,2,12,16,4,21,14,19,20,8,9,10,7/E:(1,2)(3,4)(9,10)(14,15)(22,23,24)/rA:25CCCCCCPOOOCCCCCCCCCOCCCCC/rB:s1;d2;s3;s4;s5;s6;d7;s7;s7;d4;s11;s12;s2d12;s14;s15;d16;s17;d18;s19;s19;s21;s22;s22;s16d21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PMID:18975928;PubChemAID:345695,2008;2010,0,0,0,1,0,,=,6.42,6.42,0.0,0.0,1.0,6.42,0.0,TRalpha_077,,6.42,True
TRalpha_078,HGCHTOCFDDIWOI_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL264527,CCCCN(C)C(=O)CCCCCCC=CCCC(c1ccc(O)c(C(C)C)c1)c1c(C)cc(OCC(=O)O)cc1C,HGCHTOCFDDIWOI,HGCHTOCFDDIWOI-UHFFFAOYSA-N,"InChI=1S/C36H53NO5/c1-7-8-21-37(6)34(39)18-16-14-12-10-9-11-13-15-17-31(29-19-20-33(38)32(24-29)26(2)3)36-27(4)22-30(23-28(36)5)42-25-35(40)41/h11,13,19-20,22-24,26,31,38H,7-10,12,14-18,21,25H2,1-6H3,(H,40,41)","AuxInfo=1/1/N:1,27,28,32,42,6,2,3,14,13,15,12,16,11,17,10,18,9,21,22,4,33,40,29,36,26,31,41,20,34,19,25,23,7,37,30,5,24,8,38,39,35/E:(2,3)(4,5)(22,23)(27,28)(40,41)/rA:42CCCCNCCOCCCCCCCCCCCCCCCOCCCCCCCCCCOCCOOCCC/rB:s1;s2;s3;s4;s5;s5;d7;s7;s9;s10;s11;s12;s13;s14;w?15;s16;s17;s18;s19;d20;s21;d22;s23;s23;s25;s26;s26;s20d25;s19;d30;s31;s31;d33;s34;s35;s36;d37;s37;s34;s30d40;s41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL814593,PMID:11597408,2001.0,PMID:11597408,2001,0,0,1,0,0,,=,6.620,6.62,0.0,0.0,1.0,6.62,0.0,TRalpha_078,,6.62,True
TRalpha_080,HKODZJFSSDWZGY_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261322,CC(C)c1cc(Oc2c(Br)cc(CCC(=O)O)cc2Br)n[nH]c1=O,HKODZJFSSDWZGY,HKODZJFSSDWZGY-UHFFFAOYSA-N,"InChI=1S/C16H16Br2N2O4/c1-8(2)10-7-13(19-20-16(10)23)24-15-11(17)5-9(6-12(15)18)3-4-14(21)22/h5-8H,3-4H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,13,14,11,18,5,2,12,4,9,19,6,15,8,23,10,20,21,22,16,17,24,7/E:(1,2)(5,6)(11,12)(17,18)(21,22)/rA:24CCCCCCOCCBrCCCCCOOCCBrNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;d6;s21;s4s22;d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3266219,PMID:24712661,2014.0,PMID:24712661,2014,0,1,0,0,0,,=,6.410,6.41,0.0,0.0,1.0,6.41,0.0,TRalpha_080,,6.41,True
